index,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,sex,status_matrimonial,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
384,100,36,existing paid,car,9398,little,0,1,male,widow,none,4,car,28,none,rent,1,high qualif,1,yes,yes,bad
985,100,18,delayed previously,business,2427,none,8,4,male,single,none,2,life insurance,42,none,own,2,skilled,1,none,yes,good
342,0,30,no credits/all paid,accessory,4583,little,4,2,male,single,guarantor,2,real estate,32,none,own,2,skilled,1,none,yes,good
633,0,24,existing paid,car,2910,little,7,2,male,single,none,1,no known property,34,none,for free,1,high qualif,1,yes,yes,good
613,0,24,existing paid,devices,1901,moderate,4,4,male,single,none,4,car,29,none,rent,1,high qualif,1,yes,yes,good
591,100,6,existing paid,car,14555,none,unemployed,1,male,single,none,2,life insurance,23,none,own,1,unemp/unskilled non res,1,yes,yes,bad
737,0,6,critical,car,1361,little,0,2,male,single,none,4,real estate,40,none,own,1,unskilled,2,none,no,good
938,0,27,critical,business,2442,little,8,4,male,single,none,4,car,43,stores,own,4,high qualif,2,yes,yes,good
494,0,7,critical,devices,730,none,8,4,male,single,none,2,life insurance,46,none,rent,2,unskilled,1,yes,yes,good
95,0,18,critical,education,1864,moderate,4,4,female,other,none,2,real estate,30,none,own,2,skilled,1,none,yes,bad
552,0,6,critical,devices,338,rich,8,4,male,single,none,4,car,52,none,own,2,skilled,1,none,yes,good
165,0,12,all paid,devices,626,little,4,4,female,other,none,4,real estate,24,bank,own,1,unskilled,1,none,yes,bad
499,100,11,delayed previously,devices,4771,little,7,2,male,single,none,4,life insurance,51,none,own,1,skilled,1,none,yes,good
260,0,6,critical,devices,1554,little,7,1,female,other,none,2,car,24,none,rent,2,skilled,1,yes,yes,good
544,0,24,critical,devices,2872,moderate,8,3,male,single,none,4,real estate,36,none,own,1,skilled,2,yes,yes,good
173,0,24,existing paid,accessory,3234,little,0,4,female,other,none,4,real estate,23,none,rent,1,unskilled,1,yes,yes,bad
930,0,9,existing paid,car,1422,little,0,3,male,single,none,2,no known property,27,none,for free,1,high qualif,1,yes,yes,bad
174,0,24,existing paid,car,5433,none,unemployed,2,female,other,none,4,life insurance,26,none,rent,1,high qualif,1,yes,yes,good
607,0,36,critical,business,6304,none,8,4,male,single,none,4,real estate,36,none,own,2,skilled,1,none,yes,good
884,0,40,critical,education,5998,little,4,4,male,single,none,3,no known property,27,bank,own,1,skilled,1,yes,yes,bad
447,0,6,critical,devices,1740,little,8,2,male,widow,none,2,real estate,30,none,rent,2,skilled,1,none,yes,good
480,0,36,existing paid,devices,2299,rich,8,4,male,single,none,4,car,39,none,own,1,skilled,1,none,yes,good
573,0,27,no credits/all paid,business,5293,little,unemployed,2,male,single,none,4,life insurance,50,stores,own,2,skilled,1,yes,yes,bad
990,0,24,critical,accessory,2028,little,7,2,male,single,none,2,life insurance,30,none,own,2,unskilled,1,none,yes,good
360,100,30,critical,car,5234,little,unemployed,4,male,widow,none,2,car,28,none,own,2,high qualif,1,none,yes,bad
412,100,12,existing paid,devices,1534,little,0,1,male,widow,none,1,real estate,23,none,rent,1,skilled,1,none,yes,bad
37,100,18,existing paid,accessory,1924,none,0,4,female,other,none,3,real estate,27,none,rent,1,skilled,1,none,yes,bad
78,0,12,critical,accessory,1402,rich,7,3,female,other,none,4,car,37,none,rent,1,skilled,1,yes,yes,good
781,0,15,existing paid,car,1300,none,8,4,male,single,none,4,no known property,45,bank,for free,1,skilled,2,none,yes,good
140,0,6,existing paid,domestic appliance,343,little,0,4,female,other,none,1,real estate,27,none,own,1,skilled,1,none,yes,good
576,0,18,no credits/all paid,business,3104,little,7,3,male,single,none,1,life insurance,31,bank,own,1,skilled,1,yes,yes,good
355,0,24,existing paid,accessory,2359,moderate,unemployed,1,male,single,none,1,life insurance,33,none,own,1,skilled,1,none,yes,bad
113,0,6,critical,car,362,moderate,4,4,female,other,none,4,car,52,none,own,2,unskilled,1,none,yes,good
423,0,24,critical,devices,5103,little,0,3,male,widow,none,3,no known property,47,none,for free,3,skilled,1,yes,yes,good
841,100,9,existing paid,devices,2118,little,4,2,male,single,none,2,real estate,37,none,own,1,unskilled,2,none,yes,good
217,300,24,existing paid,devices,1377,moderate,8,4,female,other,none,2,no known property,47,none,for free,1,skilled,1,yes,yes,good
67,0,12,critical,business,1185,little,4,3,female,other,none,2,real estate,27,none,own,2,skilled,1,none,yes,good
877,100,39,critical,devices,4933,little,7,2,male,single,guarantor,2,real estate,25,none,own,2,skilled,1,none,yes,bad
488,100,12,existing paid,devices,6468,none,unemployed,2,male,single,none,1,no known property,52,none,own,1,high qualif,1,yes,yes,bad
605,0,10,critical,car,1231,little,8,3,male,single,none,4,real estate,32,none,own,2,unskilled,2,none,no,good
805,0,24,existing paid,car,2303,little,8,4,male,single,co applicant,1,real estate,45,none,own,1,skilled,1,none,yes,bad
368,0,24,existing paid,car,1469,moderate,8,4,male,widow,none,4,real estate,41,none,rent,1,unskilled,1,none,yes,good
244,0,18,critical,accessory,2124,little,4,4,female,other,none,4,real estate,24,none,rent,2,skilled,1,none,yes,bad
193,100,36,existing paid,devices,2671,moderate,4,4,female,other,co applicant,4,no known property,50,none,for free,1,skilled,1,none,yes,bad
32,0,42,existing paid,devices,7174,none,7,4,female,other,none,3,car,30,none,own,1,high qualif,1,yes,yes,bad
824,0,12,existing paid,devices,2279,none,4,4,male,single,none,4,no known property,37,none,for free,1,skilled,1,yes,yes,good
940,0,12,critical,car,2171,little,4,4,male,single,none,4,life insurance,38,bank,own,2,unskilled,1,none,no,good
36,0,24,critical,car,3868,little,8,4,female,other,none,2,car,41,none,rent,2,high qualif,1,yes,yes,good
396,100,18,critical,business,1887,none,4,4,male,widow,none,4,real estate,28,bank,own,2,skilled,1,none,yes,good
182,0,12,critical,devices,385,little,7,4,female,other,none,3,real estate,58,none,own,4,unskilled,1,yes,yes,good
506,0,12,critical,devices,618,little,8,4,male,single,none,4,real estate,56,none,own,1,skilled,1,none,yes,good
612,0,9,existing paid,devices,2697,little,4,1,male,single,none,2,real estate,32,none,own,1,skilled,2,none,yes,good
148,0,15,delayed previously,accessory,960,>=1000,7,3,female,other,none,2,life insurance,30,none,own,2,skilled,1,none,yes,good
787,0,18,existing paid,devices,2600,little,4,4,male,single,none,4,no known property,65,none,for free,2,skilled,1,none,yes,bad
702,0,18,existing paid,devices,4594,little,0,3,male,single,none,2,car,32,none,own,1,skilled,1,yes,yes,good
313,100,12,critical,car,2366,rich,7,3,male,single,none,3,car,36,none,own,1,high qualif,1,yes,yes,good
311,100,12,existing paid,devices,1158,rich,4,3,male,single,none,1,car,26,none,own,1,skilled,1,yes,yes,good
168,100,18,no credits/all paid,car,2278,moderate,0,3,female,other,none,3,car,28,none,own,2,skilled,1,none,yes,bad
734,0,36,existing paid,car,4686,little,4,2,male,single,none,2,no known property,32,none,for free,1,high qualif,1,yes,yes,good
323,0,30,existing paid,others,11998,little,0,1,male,single,none,1,no known property,34,none,own,1,unskilled,1,yes,yes,bad
582,100,48,existing paid,devices,10961,>=1000,7,1,male,single,co applicant,2,no known property,27,bank,own,2,skilled,1,yes,yes,bad
411,0,24,existing paid,devices,1311,moderate,7,4,male,widow,none,3,life insurance,26,none,own,1,skilled,1,yes,yes,good
577,300,36,existing paid,devices,3913,little,4,2,male,single,none,2,real estate,23,none,own,1,skilled,1,yes,yes,good
902,0,24,delayed previously,business,2375,rich,4,4,male,single,none,2,car,44,none,own,2,skilled,2,yes,yes,good
905,0,24,critical,car,2957,little,8,4,male,single,none,4,life insurance,63,none,own,2,skilled,1,yes,yes,good
752,0,24,delayed previously,car,1333,little,unemployed,4,male,single,none,2,real estate,43,none,for free,2,skilled,2,none,yes,bad
112,0,48,all paid,business,7685,little,7,2,female,other,guarantor,4,car,37,none,rent,1,skilled,1,none,yes,bad
450,100,15,all paid,car,1264,moderate,4,2,male,widow,none,2,life insurance,25,none,rent,1,skilled,1,none,yes,bad
830,0,12,existing paid,car,3651,>=1000,4,1,male,single,none,3,life insurance,31,none,own,1,skilled,2,none,yes,good
563,100,45,existing paid,devices,3031,moderate,4,4,male,single,guarantor,4,life insurance,21,none,rent,1,skilled,1,none,yes,bad
773,0,12,critical,accessory,2246,little,8,3,male,single,none,3,life insurance,60,none,own,2,skilled,1,none,yes,bad
885,0,24,existing paid,car,6313,none,8,3,male,single,none,4,car,41,none,own,1,high qualif,2,yes,yes,good
272,0,18,existing paid,devices,2389,little,0,4,female,other,none,1,car,27,stores,own,1,skilled,1,none,yes,good
241,0,30,critical,devices,5771,little,7,4,female,other,none,2,car,25,none,own,2,skilled,1,none,yes,good
172,0,48,existing paid,devices,6758,little,4,3,female,other,none,2,car,31,none,own,1,skilled,1,yes,yes,bad
353,0,20,critical,car,3485,none,0,2,male,single,none,4,real estate,44,none,own,2,skilled,1,yes,yes,good
24,0,12,critical,business,1412,little,4,4,female,other,guarantor,2,real estate,29,none,own,2,high qualif,1,yes,yes,good
430,100,6,existing paid,devices,590,little,0,3,male,widow,none,3,real estate,26,none,own,1,unskilled,1,none,no,good
69,0,18,existing paid,devices,433,little,unemployed,3,female,other,co applicant,4,real estate,22,none,rent,1,skilled,1,none,yes,bad
768,100,18,critical,car,1056,little,8,3,male,single,guarantor,3,real estate,30,bank,own,2,skilled,1,none,yes,bad
678,0,10,existing paid,car,1597,rich,4,3,male,single,none,2,no known property,40,none,rent,1,unskilled,2,none,no,good
931,0,30,critical,devices,6742,none,7,2,male,single,none,3,life insurance,36,none,own,2,skilled,1,none,yes,good
23,0,24,existing paid,other,1755,little,8,4,female,other,guarantor,4,real estate,58,none,own,1,unskilled,1,yes,yes,good
745,100,36,existing paid,education,2273,little,7,3,male,single,none,1,car,32,none,own,2,skilled,2,none,yes,good
120,0,6,critical,devices,1957,little,7,1,female,other,none,4,car,31,none,own,1,skilled,1,none,yes,good
329,0,6,critical,accessory,3384,little,4,1,male,single,none,4,real estate,44,none,rent,1,high qualif,1,yes,yes,bad
776,0,18,critical,car,2775,little,7,2,male,single,none,2,life insurance,31,bank,own,2,skilled,1,none,yes,bad
562,100,27,existing paid,business,3915,little,4,4,male,single,none,2,car,36,none,own,1,skilled,2,yes,yes,bad
91,100,24,existing paid,accessory,4351,none,4,1,female,other,none,4,life insurance,48,none,own,1,unskilled,1,yes,yes,good
111,100,60,all paid,other,14782,moderate,8,3,female,other,none,4,no known property,60,bank,for free,2,high qualif,1,yes,yes,bad
378,0,12,existing paid,retraining,902,little,7,4,male,widow,none,4,life insurance,21,none,rent,1,skilled,1,none,yes,bad
127,100,18,existing paid,car,1042,none,4,4,female,other,none,2,life insurance,33,none,own,1,skilled,1,none,yes,bad
780,0,18,existing paid,devices,2051,little,0,4,male,single,none,1,real estate,33,none,own,1,skilled,1,none,yes,good
237,0,12,existing paid,car,1274,little,0,3,female,other,none,1,real estate,37,none,own,1,unskilled,1,none,yes,bad
766,0,30,critical,devices,5954,little,7,3,male,single,co applicant,2,car,38,none,own,1,skilled,1,none,yes,good
667,100,18,critical,accessory,7374,little,unemployed,4,male,single,none,4,life insurance,40,stores,own,2,high qualif,1,yes,yes,good
634,0,18,existing paid,accessory,2659,>=1000,4,4,male,single,none,2,car,28,none,own,1,skilled,1,none,yes,good
2,0,48,existing paid,business,4308,little,0,3,female,other,none,4,life insurance,24,none,rent,1,skilled,1,none,yes,bad
267,0,18,existing paid,others,1943,little,0,4,female,other,none,4,real estate,23,none,own,1,skilled,1,none,yes,bad
581,0,36,no credits/all paid,others,2613,little,4,4,male,single,none,2,car,27,none,own,2,skilled,1,none,yes,good
372,0,12,existing paid,devices,701,little,4,4,male,widow,none,2,real estate,40,none,own,1,unskilled,1,none,yes,good
330,100,10,existing paid,accessory,1521,little,4,4,male,single,none,2,car,31,none,own,1,unskilled,1,none,yes,good
963,100,30,delayed previously,devices,1919,moderate,0,4,male,single,none,3,no known property,30,stores,own,2,high qualif,1,none,yes,bad
979,0,24,existing paid,devices,2397,rich,8,3,male,single,none,2,car,35,bank,own,2,skilled,1,yes,yes,bad
4,0,15,existing paid,car,1403,little,4,2,female,other,none,4,car,28,none,rent,1,skilled,1,none,yes,good
857,0,21,existing paid,devices,3160,none,8,4,male,single,none,3,life insurance,41,none,own,1,skilled,1,yes,yes,good
821,0,21,delayed previously,business,2580,rich,0,4,male,single,none,2,real estate,41,bank,own,1,unskilled,2,none,yes,bad
125,0,18,delayed previously,education,8471,none,4,1,female,other,none,2,car,23,none,rent,2,skilled,1,yes,yes,good
652,0,36,delayed previously,devices,4463,little,4,4,male,single,none,2,car,26,none,own,2,high qualif,1,yes,yes,bad
586,300,36,existing paid,devices,4210,little,4,4,male,single,none,2,car,26,none,own,1,skilled,1,none,yes,bad
297,0,36,existing paid,accessory,10974,little,unemployed,4,female,other,none,2,car,26,none,own,2,high qualif,1,yes,yes,bad
404,100,24,existing paid,devices,3092,moderate,0,3,male,widow,none,2,car,22,none,rent,1,skilled,1,yes,yes,bad
669,0,36,existing paid,car,3249,little,7,2,male,single,none,4,no known property,39,bank,for free,1,high qualif,2,yes,yes,good
817,300,30,critical,devices,3017,little,8,4,male,single,none,4,life insurance,47,none,own,1,skilled,1,none,yes,good
19,0,36,existing paid,car,8133,little,4,1,female,other,none,2,life insurance,30,bank,own,1,skilled,1,none,yes,good
80,0,6,existing paid,accessory,4611,little,0,1,female,other,none,4,life insurance,32,none,own,1,skilled,1,none,yes,bad
557,100,18,critical,car,884,little,8,4,male,single,none,4,car,36,bank,own,1,skilled,2,yes,yes,bad
628,0,24,existing paid,accessory,5511,moderate,4,4,male,single,none,1,car,25,stores,own,1,skilled,1,none,yes,good
8,300,12,existing paid,accessory,1474,little,0,4,female,other,none,1,life insurance,33,bank,own,1,high qualif,1,yes,yes,good
818,0,24,critical,business,4139,moderate,4,3,male,single,none,3,life insurance,27,none,own,2,unskilled,1,yes,yes,good
858,0,24,all paid,accessory,2483,rich,4,4,male,single,none,4,real estate,22,stores,own,1,skilled,1,yes,yes,good
616,300,18,all paid,devices,1445,none,7,4,male,single,none,4,car,49,bank,own,1,unskilled,1,none,yes,good
10,0,11,critical,car,1393,little,0,4,female,other,none,4,car,35,none,own,2,high qualif,1,none,yes,good
492,0,27,existing paid,others,5190,none,8,4,male,single,none,4,life insurance,48,none,own,4,skilled,2,yes,yes,good
649,0,10,existing paid,education,727,rich,8,4,male,single,none,4,no known property,46,none,for free,1,skilled,1,yes,yes,good
124,0,24,existing paid,car,1381,none,4,4,female,other,none,2,life insurance,35,none,own,1,skilled,1,none,yes,bad
758,0,24,all paid,accessory,3552,little,7,3,male,single,none,4,car,27,bank,own,1,skilled,1,none,yes,bad
952,0,6,existing paid,car,14896,little,8,1,male,single,none,4,no known property,68,bank,own,1,high qualif,1,yes,yes,bad
338,0,12,existing paid,car,1372,little,7,2,male,single,none,3,car,36,none,own,1,skilled,1,none,yes,bad
925,300,6,critical,car,1343,little,8,1,male,single,none,4,real estate,46,none,own,2,skilled,2,none,no,good
603,0,12,existing paid,accessory,1657,little,4,2,male,single,none,2,real estate,27,none,own,1,skilled,1,none,yes,good
432,100,6,existing paid,devices,484,little,7,3,male,widow,guarantor,3,real estate,28,bank,own,1,unskilled,1,none,yes,good
273,0,12,existing paid,accessory,652,little,8,4,female,other,none,4,life insurance,24,none,rent,1,skilled,1,none,yes,good
390,0,12,existing paid,devices,776,little,4,4,male,widow,none,2,real estate,28,none,own,1,skilled,1,none,yes,good
637,300,36,existing paid,devices,4473,little,8,4,male,single,none,2,car,31,none,own,1,skilled,1,none,yes,good
624,300,24,critical,car,1344,none,7,4,male,single,none,2,real estate,37,bank,own,2,unskilled,2,none,yes,bad
5,0,24,existing paid,devices,1282,moderate,4,4,female,other,none,2,car,32,none,own,1,unskilled,1,none,yes,bad
664,0,20,existing paid,accessory,2212,none,7,4,male,single,none,4,car,39,none,own,1,skilled,1,yes,yes,good
457,0,24,existing paid,accessory,2835,rich,8,3,male,single,none,4,life insurance,53,none,own,1,skilled,1,none,yes,good
485,0,18,existing paid,car,3378,none,4,2,male,single,none,1,life insurance,31,none,own,1,skilled,1,yes,yes,good
920,0,24,critical,car,5804,>=1000,4,4,male,single,none,2,real estate,27,none,own,2,skilled,1,none,yes,good
517,0,18,all paid,car,6458,little,8,2,male,single,none,4,no known property,39,bank,own,2,high qualif,2,yes,yes,bad
462,0,24,existing paid,devices,3430,rich,8,3,male,single,none,2,car,31,none,own,1,skilled,2,yes,yes,good
807,0,24,critical,car,2346,little,7,4,male,single,none,3,car,35,none,own,2,skilled,1,yes,yes,good
68,0,12,all paid,retraining,3447,rich,4,4,female,other,none,3,real estate,35,none,own,1,unskilled,2,none,yes,good
270,0,24,existing paid,devices,2439,little,0,4,female,other,none,4,real estate,35,none,own,1,skilled,1,yes,yes,bad
986,0,24,delayed previously,car,2538,little,8,4,male,single,none,4,car,47,none,own,2,unskilled,2,none,yes,bad
542,100,24,existing paid,car,3512,moderate,7,2,male,single,none,3,car,38,bank,own,2,skilled,1,yes,yes,good
315,0,12,existing paid,accessory,2577,little,4,2,male,single,none,1,car,42,none,own,1,skilled,1,none,yes,good
601,100,60,delayed previously,devices,7418,none,4,1,male,single,none,1,real estate,27,none,own,1,unskilled,1,none,yes,good
337,300,21,critical,education,2319,little,0,2,male,single,none,1,car,33,none,rent,1,skilled,1,none,yes,bad
477,100,9,existing paid,devices,458,little,4,4,male,single,none,3,real estate,24,none,own,1,skilled,1,none,yes,good
471,100,18,existing paid,car,5866,moderate,4,2,male,single,none,2,car,30,none,own,2,skilled,1,yes,yes,good
377,0,12,existing paid,car,1168,little,4,4,male,widow,none,3,real estate,27,none,own,1,unskilled,1,none,yes,good
190,100,24,all paid,education,1837,little,7,4,female,other,none,4,no known property,34,bank,for free,1,unskilled,1,none,yes,bad
448,100,6,existing paid,others,454,little,0,3,male,widow,none,1,life insurance,22,none,own,1,unskilled,1,none,yes,good
439,0,20,critical,car,2235,little,4,4,male,widow,guarantor,2,life insurance,33,bank,rent,2,skilled,1,none,no,bad
503,100,36,existing paid,education,12612,moderate,4,1,male,single,none,4,no known property,47,none,for free,1,skilled,2,yes,yes,bad
324,0,12,existing paid,accessory,1262,none,8,2,male,single,none,4,life insurance,49,none,own,1,unskilled,1,yes,yes,good
453,0,12,critical,education,2096,little,7,2,male,single,none,3,real estate,49,none,own,1,unskilled,2,none,yes,good
774,0,24,all paid,other,1358,none,8,4,male,single,none,3,car,40,stores,own,1,high qualif,1,yes,yes,bad
147,0,30,existing paid,accessory,3622,>=1000,8,4,female,other,none,4,life insurance,57,none,rent,2,skilled,1,yes,yes,good
70,0,6,critical,car,666,>=1000,7,3,female,other,none,4,real estate,39,none,own,2,unskilled,1,yes,yes,good
243,0,15,critical,car,5045,none,8,1,female,other,none,4,car,59,none,own,1,skilled,1,yes,yes,good
374,0,12,all paid,retraining,339,little,8,4,male,widow,none,1,car,45,bank,own,1,unskilled,1,none,yes,good
955,100,12,existing paid,car,2002,little,7,3,male,single,none,4,life insurance,30,none,rent,1,skilled,2,yes,yes,good
307,0,15,critical,accessory,1433,little,4,4,female,other,none,3,life insurance,25,none,rent,2,skilled,1,none,yes,good
263,100,24,existing paid,devices,5084,none,8,2,female,other,none,4,car,42,none,own,1,skilled,1,yes,yes,good
89,100,8,existing paid,accessory,1237,little,4,3,female,other,none,4,real estate,24,none,own,1,skilled,1,none,yes,bad
565,0,9,critical,education,936,rich,8,4,male,single,none,2,car,52,none,own,2,skilled,1,yes,yes,good
688,100,24,existing paid,other,11328,little,4,2,male,single,co applicant,3,car,29,bank,own,2,high qualif,1,yes,yes,bad
988,0,48,existing paid,business,4844,little,unemployed,3,male,single,none,2,car,33,bank,rent,1,high qualif,1,yes,yes,bad
300,100,30,existing paid,devices,1715,none,4,4,female,other,none,1,car,26,none,own,1,skilled,1,none,yes,good
706,0,18,existing paid,business,1950,little,7,4,male,single,none,1,car,34,stores,own,2,skilled,1,yes,yes,good
46,0,12,critical,car,682,moderate,7,4,female,other,none,3,car,51,none,own,2,skilled,1,yes,yes,good
76,0,12,critical,education,2748,little,8,2,female,other,none,4,no known property,57,bank,for free,3,unskilled,1,none,yes,good
684,0,28,critical,devices,2743,little,8,4,male,single,none,2,car,29,none,own,2,skilled,1,none,yes,good
876,0,36,critical,car,5711,>=1000,8,4,male,single,none,2,car,38,none,own,2,high qualif,1,yes,yes,good
813,100,6,delayed previously,accessory,1050,little,unemployed,4,male,single,none,1,life insurance,35,stores,own,2,high qualif,1,yes,yes,good
726,0,24,critical,accessory,1585,little,7,4,male,single,none,3,life insurance,40,none,own,2,skilled,1,none,yes,good
674,100,18,delayed previously,car,2899,none,8,4,male,single,none,4,car,43,none,own,1,skilled,2,none,yes,good
743,0,4,critical,devices,1503,little,7,2,male,single,none,1,real estate,42,none,own,2,unskilled,2,none,yes,good
763,100,24,delayed previously,business,4712,none,4,4,male,single,none,2,life insurance,37,bank,own,2,high qualif,1,yes,yes,good
822,0,24,critical,accessory,5150,little,8,4,male,single,none,4,car,33,none,own,1,skilled,1,yes,yes,good
840,100,48,existing paid,car,6560,moderate,7,3,male,single,none,2,life insurance,24,none,own,1,skilled,1,none,yes,bad
639,0,24,critical,car,6615,little,unemployed,2,male,single,none,4,no known property,75,none,for free,2,high qualif,1,yes,yes,good
733,0,12,existing paid,car,759,little,7,4,male,single,none,2,real estate,26,none,own,1,skilled,1,none,yes,bad
333,0,24,critical,others,2058,little,4,4,male,single,none,2,real estate,33,none,own,2,skilled,1,yes,yes,good
598,300,24,existing paid,accessory,1925,little,4,2,male,single,none,2,real estate,26,none,own,1,skilled,1,none,yes,good
522,300,10,critical,car,781,little,8,4,male,single,none,4,no known property,63,none,for free,2,skilled,1,yes,yes,good
804,100,12,existing paid,accessory,1922,little,4,4,male,single,none,2,life insurance,37,none,own,1,unskilled,1,none,yes,bad
676,0,33,critical,car,7253,little,7,3,male,single,none,2,car,35,none,own,2,high qualif,1,yes,yes,good
137,300,12,existing paid,accessory,1424,none,8,3,female,other,none,4,real estate,55,none,own,1,high qualif,1,yes,yes,good
975,100,9,critical,devices,1154,little,8,2,male,single,none,4,real estate,37,none,own,3,unskilled,1,none,yes,good
320,100,21,existing paid,business,2767,moderate,8,4,male,single,none,2,car,61,bank,rent,2,unskilled,1,none,yes,bad
299,0,24,critical,devices,1231,>=1000,8,4,female,other,none,4,life insurance,57,none,rent,2,high qualif,1,yes,yes,good
570,100,12,critical,domestic appliance,1424,little,7,4,male,single,none,3,life insurance,26,none,own,1,skilled,1,none,yes,good
298,0,12,existing paid,car,1893,little,4,4,female,other,guarantor,4,life insurance,29,none,own,1,skilled,1,yes,yes,good
6,100,24,existing paid,car,12579,little,8,4,female,other,none,2,no known property,44,none,for free,1,high qualif,1,yes,yes,bad
194,0,12,existing paid,domestic appliance,741,moderate,unemployed,4,female,other,none,3,life insurance,22,none,own,1,skilled,1,none,yes,bad
510,100,54,no credits/all paid,business,15945,little,0,3,male,single,none,4,no known property,58,none,rent,1,skilled,1,yes,yes,bad
719,0,12,existing paid,devices,3077,little,4,2,male,single,none,4,car,52,none,own,1,skilled,1,yes,yes,good
314,100,24,critical,business,1935,little,8,4,male,single,none,4,real estate,31,none,own,2,skilled,1,yes,yes,bad
886,0,24,existing paid,accessory,3062,rich,8,4,male,single,none,3,no known property,32,none,rent,1,skilled,1,yes,yes,good
403,100,15,delayed previously,others,1512,>=1000,4,3,male,widow,none,3,life insurance,61,stores,own,2,skilled,1,none,yes,bad
229,100,48,all paid,business,6416,little,8,4,female,other,none,3,no known property,59,none,rent,1,skilled,1,none,yes,bad
750,300,18,existing paid,accessory,2864,little,4,2,male,single,none,1,real estate,34,none,own,1,unskilled,2,none,yes,bad
823,0,24,existing paid,devices,2384,little,8,4,male,single,none,4,real estate,64,bank,rent,1,unskilled,1,none,yes,good
236,0,15,existing paid,car,2511,little,unemployed,1,female,other,none,4,car,23,none,rent,1,skilled,1,none,yes,good
215,0,12,critical,car,926,little,unemployed,1,female,other,none,2,life insurance,38,none,own,1,unemp/unskilled non res,1,none,yes,good
426,0,24,critical,car,2463,moderate,7,4,male,widow,none,3,life insurance,27,none,own,2,skilled,1,yes,yes,good
511,100,18,existing paid,business,2622,moderate,4,4,male,single,none,4,car,34,none,own,1,skilled,1,none,yes,good
895,0,48,existing paid,domestic appliance,3051,little,4,3,male,single,none,4,car,54,none,own,1,skilled,1,none,yes,bad
248,0,24,existing paid,car,1371,none,4,4,female,other,none,4,real estate,25,none,rent,1,skilled,1,none,yes,bad
228,0,18,existing paid,devices,1882,little,4,4,female,other,none,4,car,25,bank,rent,2,skilled,1,none,yes,bad
406,0,24,existing paid,accessory,2996,none,4,2,male,widow,none,4,car,20,none,own,1,skilled,1,none,yes,bad
569,0,12,critical,accessory,1935,little,8,4,male,single,none,4,real estate,43,none,own,3,skilled,1,yes,yes,good
391,0,6,existing paid,accessory,1766,little,4,1,male,widow,none,2,life insurance,21,none,rent,1,skilled,1,none,yes,good
383,0,12,existing paid,business,1076,little,4,2,male,widow,none,2,real estate,26,none,own,1,skilled,1,yes,no,good
325,100,24,critical,car,3878,moderate,0,4,male,single,none,2,car,37,none,own,1,skilled,1,yes,yes,good
797,0,42,delayed previously,devices,4370,little,7,3,male,single,none,2,life insurance,26,bank,own,2,skilled,2,yes,yes,bad
646,100,9,critical,education,1136,>=1000,8,4,male,single,none,3,no known property,32,none,for free,2,skilled,2,none,yes,bad
379,0,24,existing paid,business,6568,little,4,2,male,widow,none,2,car,21,stores,own,1,unskilled,1,none,yes,good
740,0,24,critical,others,5507,little,8,3,male,single,none,4,no known property,44,none,for free,2,skilled,1,none,yes,good
682,100,12,critical,car,958,little,7,2,male,single,none,3,real estate,47,none,own,2,unskilled,2,none,yes,good
218,100,27,existing paid,business,2528,little,0,4,female,other,none,1,life insurance,32,none,own,1,skilled,2,yes,yes,good
177,100,12,existing paid,devices,2930,little,7,2,female,other,none,1,real estate,27,none,own,1,skilled,1,none,yes,good
350,0,18,critical,accessory,3780,little,0,3,male,single,none,2,car,35,none,own,2,high qualif,1,yes,yes,good
875,0,36,critical,car,3535,little,7,4,male,single,none,4,car,37,none,own,2,skilled,1,yes,yes,good
519,100,18,existing paid,car,6260,little,7,3,male,single,none,3,real estate,28,none,rent,1,unskilled,1,none,yes,good
394,0,36,critical,accessory,2348,little,4,3,male,widow,none,2,life insurance,46,none,own,2,skilled,1,yes,yes,good
303,0,30,critical,devices,2831,little,4,4,female,other,none,2,car,33,none,own,1,skilled,1,yes,yes,good
749,0,30,existing paid,accessory,6350,none,8,4,male,single,none,4,life insurance,31,none,own,1,skilled,1,none,yes,bad
928,0,18,all paid,devices,1940,little,0,3,male,single,co applicant,4,no known property,36,bank,for free,1,high qualif,1,yes,yes,good
679,0,36,critical,car,5842,little,8,2,male,single,none,2,life insurance,35,none,own,2,skilled,2,yes,yes,good
380,100,12,existing paid,devices,625,little,0,4,male,widow,guarantor,1,real estate,26,bank,own,1,unskilled,1,none,yes,good
546,100,10,existing paid,car,7308,little,unemployed,2,male,single,none,4,no known property,70,bank,for free,1,high qualif,1,yes,yes,good
662,0,7,delayed previously,devices,846,none,8,3,male,single,none,4,no known property,36,none,for free,1,skilled,1,none,yes,good
60,100,12,existing paid,accessory,951,moderate,0,4,female,other,none,4,car,27,bank,rent,4,skilled,1,none,yes,bad
345,0,30,existing paid,accessory,3108,little,0,2,male,single,none,4,life insurance,31,none,own,1,unskilled,1,none,yes,bad
136,0,36,existing paid,car,1842,little,0,4,female,other,none,4,car,34,none,own,1,skilled,1,yes,yes,bad
319,0,24,existing paid,accessory,3021,little,4,2,male,single,none,2,real estate,24,none,rent,1,unskilled,1,none,yes,good
